patient_id,coordinates,cluster_id
14064,"(-8.366230564663155, -9.274340511972639)",7
14065,"(5.4320164684659735, 1.869701719428213)",5
14066,"(-4.001146835422774, 4.176061170955336)",15
14067,"(-8.553125611979093, 2.521500013228548)",12
14068,"(-4.572152071784148, 5.556813249477316)",15
14069,"(6.7024979314953805, 4.797870712351178)",19
14070,"(1.3745661647439875, 3.0480124457068882)",0
14071,"(-1.9159837831568542, -1.1770401822406824)",14
14072,"(0.25934919165436265, 6.8393016812621)",6
14073,"(-10.791624324607735, 6.650095432413815)",8
14074,"(1.0773129128252252, 8.92326686976447)",6
14075,"(5.400425731073324, 8.429655114398257)",9
14076,"(7.305361122868955, -0.7508073646277147)",5
14077,"(6.923965064568007, 6.939706937079882)",9
14078,"(9.228619653756146, 5.3377639702922)",10
14079,"(2.409166130920795, 8.64989023574801)",6
14080,"(-0.14106520025052482, 5.3383696912580305)",11
14081,"(4.667067545733045, 0.08056754416258805)",1
14082,"(1.667280375995496, 2.5120314715898333)",1
14083,"(0.5617354372009362, 6.300581397713495)",11
14084,"(0.5017786062130791, 4.121560580156454)",11
14085,"(10.278303722718073, 5.932155958200704)",10
14086,"(8.417430716388779, -1.2865208720449954)",4
14087,"(2.7601371987178527, 1.124807422930285)",18
14088,"(7.113633629942595, -0.08394142919880598)",5
14089,"(-0.666841258664802, 7.593906884350687)",3
14090,"(-5.726026729999221, 7.895321161664202)",13
14091,"(10.178913701318555, 5.7089292361323665)",10
14092,"(10.169542629430078, 5.861788252799952)",10
14093,"(9.858684504877585, 6.081973359348254)",10
14094,"(5.6566932992576024, 1.754939221711915)",5
14095,"(0.528104715865787, 3.654449399718002)",0
14096,"(1.4115051062624713, 1.870103199123425)",18
14097,"(-2.65112130163297, 9.34116447814693)",3
14098,"(-7.78350468681577, 1.430609784656686)",12
14099,"(6.19414455608214, 2.2400880152101026)",5
14100,"(3.576137242925552, 5.969236833883104)",0
14101,"(-8.320131104512557, -8.832305606423365)",7
14102,"(-1.636589316190459, 0.457885497910858)",2
14103,"(-8.727105961171091, -7.380430310831508)",7
14104,"(-2.9232959242019936, 3.3117161623765865)",2
14105,"(-10.423122458038636, -7.942846128032279)",7
14106,"(-1.1124935049020606, 3.8985636227717286)",2
14107,"(6.269750986541813, 0.6140323741753679)",5
14108,"(-6.056427278863881, 10.023718316864846)",13
14109,"(9.371634081685368, -2.8841297831395405)",4
14110,"(-7.19081307984358, 8.454306445696314)",13
14111,"(-8.910193803223773, -9.025452217425114)",7
14112,"(-9.878672362860437, 8.18536969422577)",8
14113,"(-0.39281356611895046, 0.18237797094432762)",14
14114,"(10.462362783071582, -2.5250737161362657)",4
14115,"(0.024884359233774078, 7.634531506235408)",11
14116,"(4.663628713428695, 1.389070637779572)",5
14117,"(0.019122605395478276, 2.955363008326689)",0
14118,"(-0.567801859619349, 10.462553099391343)",6
14119,"(9.295089893479528, 6.956642763074826)",10
14120,"(10.017061564047049, 7.132446451351077)",10
14121,"(-10.683581791109301, 6.797728826407265)",8
14122,"(-11.1392420130286, 3.8521718271666843)",17
14123,"(9.215045883173053, -1.8437606350370568)",4
14124,"(6.551278838612954, 1.3454318744037344)",5
14125,"(-1.8499301833492905, -3.086133748267323)",14
14126,"(-8.552492716322197, -9.607918761205271)",7
14127,"(-7.989928912254132, 5.316397830407945)",12
14128,"(-9.031786408629909, 7.799837724817485)",8
14129,"(-3.956504927108513, 5.433503994893538)",15
14130,"(-7.334674915945539, 2.1307264851486143)",12
14131,"(-2.402804239602415, 7.8325437368807105)",3
14132,"(7.80344556353705, 3.5239247209227593)",19
14133,"(10.747720009358009, 6.505825892533475)",10
14134,"(11.47960084110166, 5.116612643263503)",19
14135,"(-9.278503393716077, 6.372098590168808)",8
14136,"(-1.2526025054273766, 6.271202221814585)",3
14137,"(-7.8656192464680785, 9.471828593422808)",13
14138,"(-1.5267020269756881, 5.525834513658445)",11
14139,"(-10.108964537083734, 1.8940688053505768)",17
14140,"(-5.0959224529263025, 5.233739618832363)",15
14141,"(-7.604247782084039, -9.27209253411314)",7
14142,"(0.2977227766090048, -0.18455376342000784)",14
14143,"(-7.472210031040615, -8.789937753081297)",7
14144,"(6.821103212118769, 1.4306179993274233)",5
14145,"(1.3241044877519406, 9.628856306403238)",6
14146,"(-1.0322506939640053, 4.222331651240432)",2
14147,"(-2.1963232843544245, 2.39050567688752)",2
14148,"(7.819929174444367, 1.8912940099224584)",19
14149,"(-0.849394252366818, 6.631735906140862)",3
14150,"(0.034681627260302994, -0.07235097959962067)",14
14151,"(0.33741728804941085, 6.972598092466543)",11
14152,"(3.3704076618529957, 0.5993928174953662)",18
14153,"(10.08072941056486, -2.3219278731708655)",4
14154,"(-9.328858172252168, 2.767883533181225)",17
14155,"(-9.777668853392644, 7.525748947824038)",8
14156,"(-1.0925433219756864, 2.320308159749964)",16
14157,"(4.487994713612594, 4.875364949309466)",9
14158,"(3.0118941685509206, 1.748596914865629)",18
14159,"(-9.338651271849445, 2.9444345252205126)",12
14160,"(-6.733566345450873, 1.6628154044306336)",12
14161,"(1.801242926132474, 3.6020999938420015)",18
14162,"(3.8281736958262664, 4.047560581629589)",18
14163,"(10.193080496278938, 3.583527811228077)",19
14164,"(8.093954666759196, 4.150813112245844)",10
14165,"(0.8452160670050828, 5.436867207008111)",0
14166,"(3.566774989015504, 0.46845974518471967)",1
14167,"(-9.496787750290181, 1.4658700239699716)",17
14168,"(-3.970109707460582, 6.550655295929695)",15
14169,"(-4.661390802094743, 9.398178591688895)",13
14170,"(-8.99307373124005, -8.374995966754232)",7
14171,"(2.3576087451105314, 0.09142795367902923)",1
14172,"(9.600577510089623, 5.218745518569319)",10
14173,"(6.844955264642006, 7.692858668039901)",9
14174,"(2.1874107679581436, 10.058283438065427)",6
14175,"(-0.7023190774867769, 7.816159120759441)",3
14176,"(-1.7481018591883322, 0.35979040387623007)",16
14177,"(-7.318962914702922, 7.972301041698879)",13
14178,"(-9.830855585729456, -8.715045186769485)",7
14179,"(2.46525823273708, 2.5119995805369455)",18
14180,"(1.7217746784568604, 4.757816501306772)",0
14181,"(0.06626123176772919, -1.848252448392711)",14
14182,"(-5.042051577607553, 4.257386972852551)",15
14183,"(-1.1663660504291349, 0.4262260477507631)",2
14184,"(0.9766110364801771, 4.241582526788486)",0
14185,"(0.8055091779802828, 4.910634896166688)",11
14186,"(-0.3508047838831141, 5.969434258632813)",11
14187,"(-10.936438316889264, 2.523906275470225)",17
14188,"(-0.8315904115810046, 2.7658211729604796)",16
14189,"(-0.8556682673155306, 6.457551910990743)",11
14190,"(-9.555134187700805, -7.58678749697769)",7
14191,"(9.267098349339443, -1.36523163041306)",4
14192,"(-1.2970108539280927, 2.3729084098636553)",16
14193,"(6.029765617134704, 1.0392901258262277)",5
14194,"(1.061522653116882, 4.403209314156932)",0
14195,"(-4.603072510729877, 6.912033022932015)",15
14196,"(7.548981927354582, 3.199418727624378)",19
14197,"(-4.229056412625891, 6.481535797675147)",15
14198,"(2.3279874867686274, 7.574833581149994)",6
14199,"(7.877184489750438, 6.318086362765675)",10
14200,"(-3.0449378284204807, 1.002393821153488)",2
14201,"(-10.814622833231489, 5.381559995564913)",8
14202,"(0.8729918130079664, 0.946703305727943)",1
14203,"(-0.04863569142381574, 6.612402046900039)",3
14204,"(-4.450510175431854, 5.88848430029081)",15
14205,"(6.222017110124563, 8.100636421584557)",9
14206,"(0.29767667590075453, 5.097238760330695)",11
14207,"(-8.268990527049048, 3.791548175881876)",12
14208,"(-9.286230454823624, 7.605140564674653)",8
14209,"(-1.0617823480870656, 2.5462985141801555)",2
14210,"(-8.061567055005526, 7.383416731846981)",8
14211,"(6.545033320072787, 1.0276761876240308)",5
14212,"(11.3003627444448, -0.9745174273764925)",4
14213,"(8.809529698617768, 4.292089606061342)",10
14214,"(-8.711456813928843, 2.8818078289356217)",17
14215,"(-8.382665962653439, 8.13599939199646)",13
14216,"(-8.883731443178041, -8.817321511739872)",7
14217,"(-3.489834316773033, 4.720394561802124)",15
14218,"(5.334255739962863, 6.736866328585413)",9
14219,"(0.3525483130932352, 7.753822370818815)",11
14220,"(0.9405273449983216, 4.639803070110382)",0
14221,"(-8.68772978703806, 1.6617970935021753)",17
14222,"(-8.157167505234069, -8.694082299995985)",7
14223,"(2.206208162682157, 9.046161810255272)",6
14224,"(7.852463656308998, -1.4631836543392172)",4
14225,"(2.258135901842837, 0.4823484854023813)",1
14226,"(7.694210347496517, 3.851855779110883)",19
14227,"(-8.064574408822166, 2.918922700780938)",17
14228,"(-8.264015273167194, -9.318194498420638)",7
14229,"(7.825543740519089, -2.0104577779220403)",4
14230,"(0.06922528776418119, -3.165133802395486)",14
14231,"(0.8811428167423753, -1.8136016227314542)",14
14232,"(6.66373993483536, 8.05719767131124)",9
14233,"(10.100358064462277, 5.507986498418553)",10
14234,"(8.260140316750215, -2.504555411200987)",4
14235,"(9.862018475961518, 6.594427911525376)",10
14236,"(5.248371116891276, 8.473516021830445)",9
14237,"(1.893568637581771, 7.809979456275975)",6
14238,"(1.0044399517364917, 6.282160027328052)",0
14239,"(-2.0739650494234496, 8.029219974777357)",3
14240,"(-0.6962353031769888, 4.397301340362093)",11
14241,"(0.273527360639956, 5.089418334141432)",11
14242,"(1.7480606297601624, 5.127291481412121)",0
14243,"(1.0528161931377833, 9.074048957006326)",6
14244,"(2.5208629876528303, 7.3177820399246585)",6
14245,"(6.5820244256397205, 5.370536897066053)",9
14246,"(-0.07685766657498516, 8.167115534593332)",3
14247,"(4.034551950095461, -0.36362664455954896)",5
14248,"(-2.660713621180058, 3.223902232194945)",2
14249,"(-2.1183398922326147, 6.79308728148975)",11
14250,"(0.6885602593319637, 2.4755550383660747)",1
14251,"(6.63397521309295, -0.6758641694196486)",5
14252,"(0.7393073283281378, 8.808566265686386)",6
14253,"(5.340714599732719, 7.007991346797614)",9
14254,"(1.769313591842201, 7.603646340134844)",6
14255,"(2.68398383642191, 4.00310121257887)",0
14256,"(0.005734076741591543, -1.7890702581927316)",14
14257,"(9.433923947284915, 4.875887434987632)",10
14258,"(9.771559024210317, 5.719736317561119)",10
14259,"(-0.1505707768220388, 3.9437032088774164)",0
14260,"(-7.12728304453334, 1.3388628321471199)",12
14261,"(5.996317817012458, 0.3609043471995248)",5
14262,"(0.5359078653326458, 4.983933093470223)",0
14263,"(1.3762498402258037, -2.307628900012641)",14
14264,"(-8.257617455261743, -7.962085924494509)",7
14265,"(-1.8895582643377284, 3.9479137830939353)",16
14266,"(9.069416907673613, 2.3256811603905048)",19
14267,"(-3.361085532318378, 8.336478538115438)",3
14268,"(4.396389177747042, 0.2841066497291337)",1
14269,"(2.7115096401512706, -1.7489710339439122)",14
14270,"(-9.6881897650558, 8.379701534218324)",8
14271,"(1.280147936048126, -1.5037744882533917)",14
14272,"(-8.68014685985385, 6.3291726110923054)",8
14273,"(0.2284383182784313, 3.7819540114659724)",18
14274,"(-6.007906855941803, 7.848111082846182)",13
14275,"(-2.0741421080919946, 1.8519148693213108)",16
14276,"(2.3576405905923394, 0.302718274208164)",1
14277,"(3.0086976020419907, 7.876188129343411)",6
14278,"(-0.22080573111755308, 8.656532429865674)",3
14279,"(-10.499945550438335, -8.784194267953499)",7
14280,"(0.6357100436086327, 3.000567244769975)",0
14281,"(-0.5146569545324507, -2.518962061032285)",14
14282,"(9.556642732141103, 6.51003963150432)",10
14283,"(-3.4887298498983803, 3.3788318928390213)",2
14284,"(-0.7082471768783878, 5.110351095344649)",0
14285,"(-0.838382357530595, 2.947810832893396)",2
14286,"(9.543219650813652, 1.9646947907916725)",19
14287,"(8.800866345962094, 4.106716782817017)",19
14288,"(1.078605925380715, 4.079694960385461)",0
14289,"(-7.1263666626939575, 4.35102379311915)",12
14290,"(5.605151000341997, -0.43671341270288666)",5
14291,"(3.2764715116784755, 2.1689872881947)",18
14292,"(-10.61305491975376, 7.615986844153782)",8
14293,"(-0.17853441868123676, 8.198197619319915)",3
14294,"(-10.274655792888, 6.381126647601982)",8
14295,"(-0.009603155639450467, -0.014763914307931447)",1
14296,"(6.762246150032256, 0.31880031619755517)",5
14297,"(-0.5910070816487663, 5.2771949834202605)",11
14298,"(9.471346050203602, -4.370366902095704)",4
14299,"(8.581585917360599, 5.037437685597961)",19
14300,"(-8.741534732615557, 8.37588540485153)",13
14301,"(-9.793330290288889, 2.6413367700795307)",17
14302,"(-1.0901146109267705, 1.8368517244312024)",16
14303,"(1.3936649256510498, 2.4894835013931904)",18
14304,"(-6.48410970653718, 1.228885445780747)",12
14305,"(9.064121619912378, 5.806802002433317)",10
14306,"(-5.849353973433661, 4.246748468009226)",15
14307,"(1.1526436635467352, 1.567446912925753)",1
14308,"(1.8573072210747408, 5.0189958122034355)",0
14309,"(-0.7040535159513599, 0.8233243222933333)",14
14310,"(0.7746312111553748, 4.192497011930971)",2
14311,"(1.7466792983371182, 3.634917159228954)",18
14312,"(9.527079045463482, 4.416880226303938)",10
14313,"(-0.9071219314888535, 7.449943608767403)",3
14314,"(5.968759676724377, 0.17231585414272887)",5
14315,"(-5.257054339771919, 5.65594453001672)",15
14316,"(-1.296398594904889, 1.873899155004437)",16
14317,"(-8.045091518722309, -8.697283156912926)",7
14318,"(0.23339252393453735, 1.4210483801331706)",16
14319,"(-9.307371209277235, -8.982189160119626)",7
14320,"(1.593930925281282, 6.800204390208243)",0
14321,"(-5.406188925734288, 3.6618275524534125)",15
14322,"(-8.123729784817368, 6.44754285784877)",8
14323,"(-0.7355745838391764, 7.887520338068644)",3
14324,"(-5.595169666049416, 5.4552490278144035)",15
14325,"(-0.6315914076064119, 2.7445829759777416)",2
14326,"(-7.784652737084223, 1.1362854541501164)",17
14327,"(5.230002952737233, 0.3438660432585402)",5
14328,"(-2.7192168221898267, 2.5723516773462793)",2
14329,"(10.29031062382851, -1.330094103209887)",4
14330,"(-0.7058367913692508, 2.599245636250365)",16
14331,"(9.046809248204879, 5.842277267505845)",10
14332,"(-8.957347833012308, 3.124005281318361)",17
14333,"(-5.0954696542499684, 1.7005243247141035)",12
14334,"(4.81922965270045, 0.05580980933895763)",5
14335,"(-6.593423343911182, 3.0563871942012724)",12
14336,"(4.184492346805254, 5.429905659652751)",9
14337,"(9.532860032875545, -3.7300228308400003)",4
14338,"(1.0771886951702256, 9.492063622223869)",6
14339,"(-0.911422659619924, 8.029663882109913)",3
14340,"(-7.677589241189562, 8.69061782581014)",13
14341,"(-8.540153173688415, 1.9702761500701635)",17
14342,"(-0.6588630749239794, -2.519788907016469)",14
14343,"(9.191581015335169, 5.099827294066962)",10
14344,"(3.046076246889353, 3.551612227859612)",18
14345,"(-0.6104535381537397, 7.900067571548983)",3
14346,"(-1.8162572959542098, 8.430027556358084)",3
14347,"(-0.3434031721861496, 7.50474010274938)",3
14348,"(-8.128840319063478, 6.124418760193453)",8
14349,"(-9.503503850951338, 2.580853310191051)",17
14350,"(-5.70989060157955, 5.837478761514584)",15
14351,"(6.368894999464924, -0.7289148547274071)",5
14352,"(-9.808007592619289, 5.442544413294557)",8
14353,"(2.907345543637738, 8.319934233043222)",6
14354,"(-9.681851832620598, 8.876793981155043)",8
14355,"(-6.875223709514488, 2.3876602934300455)",12
14356,"(-8.40613278515092, -8.116290895083413)",7
14357,"(9.6566419687224, -2.039433828801747)",4
14358,"(1.2512585823428157, 7.925454411212133)",3
14359,"(-4.136327139945729, 5.093989807835495)",15
14360,"(0.4686052183052176, 1.1812490928543027)",18
14361,"(9.430621104418064, 6.210437392949405)",10
14362,"(2.007038592201749, 1.658156356107348)",1
14363,"(4.645012378437118, -0.028775941094572488)",5
14364,"(-3.535160121464672, 5.963423403599069)",15
14365,"(1.8515620711676186, -0.9135630292560214)",14
14366,"(-2.2426295977919617, 1.230108827827187)",2
14367,"(1.5456450608053796, 7.9252838597826125)",6
14368,"(2.5603398323373705, 2.6441960569983447)",1
14369,"(-2.0945846137288866, 3.9670585463418258)",2
14370,"(0.03517233791048868, 0.9113003876418225)",16
14371,"(1.5300279474994256, 2.444277188740542)",18
14372,"(1.2911217985341965, -0.16141776079126724)",1
14373,"(-10.936326567787797, 1.857841513420938)",17
14374,"(5.6632147475301995, 7.188825943180395)",9
14375,"(0.8903393115748823, 4.498080265494162)",0
14376,"(-4.222711518117137, 5.34111836704762)",15
14377,"(9.493509634995194, 5.5338373662480524)",10
14378,"(-6.109409405444975, -10.546444167480917)",7
14379,"(-0.05925885940936271, 1.5153785323093092)",16
14380,"(9.768831767380382, -1.3549472032937708)",4
14381,"(-1.7559674234455027, 0.577327308534338)",16
14382,"(-6.286113137612596, 8.267408076370902)",13
14383,"(8.481735647719963, 5.80991772559761)",10
14384,"(-1.8347301393631579, 2.6217812746209845)",16
14385,"(5.905281612631295, 0.9040308589511945)",5
14386,"(1.5811634096294422, 8.875581574650033)",6
14387,"(6.542341139865298, 7.2147960640048305)",9
14388,"(1.5106678888897347, 9.594477686987517)",6
14389,"(-9.192839593115883, 2.387438447273962)",17
14390,"(-1.6390313164246477, 4.939300288217204)",11
14391,"(-8.488912613931697, 3.446039187592599)",12
14392,"(-4.360178337811157, 4.500200220908619)",15
14393,"(9.40650512074906, -3.543676498468081)",4
14394,"(-1.9895887896730748, 0.22932953912092846)",16
14395,"(-0.7428142655320795, 7.427532609515819)",3
14396,"(-2.1413914371588456, 6.454805768658521)",11
14397,"(1.4195972448124872, 7.276514569680347)",6
14398,"(1.3827142074212346, 0.3337463751952293)",1
14399,"(-6.48178205649554, 1.5883778560065274)",12
14400,"(1.1094499636557802, 3.7621089787481234)",0
14401,"(7.250387290807071, 1.9722065675092608)",5
14402,"(7.300161715207351, 0.5147558186768856)",5
14403,"(-1.2442843197780182, 8.791968065231211)",3
14404,"(-0.2031819416600693, 4.164556345251559)",2
14405,"(7.010266219610116, 1.865424246429999)",5
14406,"(-8.326065831936022, 2.0210605807173385)",12
14407,"(8.183588703796447, 4.283630856713876)",19
14408,"(-6.9422802597169175, 10.478694887454207)",13
14409,"(-8.05206643727718, 6.216753886470898)",8
14410,"(-10.257953950591634, 4.916764810590288)",8
14411,"(-0.39146570179974904, 6.3026344345710505)",11
14412,"(-7.075003057414719, 3.655002685213315)",12
14413,"(-1.3596020448712358, 4.364143185872058)",11
14414,"(6.3003060132644535, 0.5498455715598971)",5
14415,"(-8.77133890857258, -7.536923269769136)",7
14416,"(-1.4999312239641995, 2.4143394289330016)",2
